school/math.Grade,school/math.Year,school/math.Category,school/math.Number Tested,school/math.Mean Scale Score,school/math.Level 1 #,school/math.Level 1 %,school/math.Level 2 #,school/math.Level 2 %,school/math.Level 3 #,school/math.Level 3 %,school/math.Level 4 #,school/math.Level 4 %,school/math.Level 3+4 #,school/math.Level 3+4 %,DBN
4,2007,All Students,80,649.0,20.0,25.0,20.0,25.0,35.0,43.8,5.0,6.3,40.0,50.0,06M192
4,2010,All Students,74,739.0,0.0,0.0,5.0,6.8,13.0,17.6,56.0,75.7,69.0,93.2,03M009
4,2009,All Students,19,632.0,6.0,31.6,7.0,36.8,6.0,31.6,0.0,0.0,6.0,31.6,75K368
All Grades,2011,All Students,243,680.0,21.0,8.6,90.0,37.0,108.0,44.4,24.0,9.9,132.0,54.3,12X066
3,2006,All Students,201,683.0,4.0,2.0,23.0,11.4,117.0,58.2,57.0,28.4,174.0,86.6,29Q033
7,2007,All Students,61,656.0,0.0,0.0,25.0,41.0,32.0,52.5,4.0,6.6,36.0,59.0,03M250
7,2010,All Students,92,672.0,7.0,7.6,40.0,43.5,29.0,31.5,16.0,17.4,45.0,48.9,04M108
3,2009,All Students,46,684.0,0.0,0.0,5.0,10.9,31.0,67.4,10.0,21.7,41.0,89.1,21K128
4,2008,All Students,124,670.0,9.0,7.3,17.0,13.7,75.0,60.5,23.0,18.5,98.0,79.0,08X048
3,2011,All Students,48,663.0,26.0,54.2,15.0,31.3,7.0,14.6,0.0,0.0,7.0,14.6,23K332
4,2008,All Students,67,682.0,2.0,3.0,10.0,14.9,35.0,52.2,20.0,29.9,55.0,82.1,16K081
All Grades,2008,All Students,1306,,16.0,1.2,81.0,6.2,696.0,53.3,513.0,39.3,1209.0,92.6,30Q227
3,2010,All Students,64,682.0,9.0,14.1,28.0,43.8,19.0,29.7,8.0,12.5,27.0,42.2,08X146
5,2007,All Students,58,665.0,3.0,5.2,13.0,22.4,38.0,65.5,4.0,6.9,42.0,72.4,05M129
All Grades,2008,All Students,908,,159.0,17.5,389.0,42.8,333.0,36.7,27.0,3.0,360.0,39.6,09X166
4,2009,All Students,69,712.0,0.0,0.0,2.0,2.9,28.0,40.6,39.0,56.5,67.0,97.1,14K034
5,2011,All Students,84,714.0,0.0,0.0,5.0,6.0,29.0,34.5,50.0,59.5,79.0,94.0,26Q018
3,2006,All Students,113,653.0,22.0,19.5,28.0,24.8,57.0,50.4,6.0,5.3,63.0,55.8,32K075
All Grades,2006,All Students,501,,92.0,18.4,150.0,29.9,223.0,44.5,36.0,7.2,259.0,51.7,19K224
4,2008,All Students,186,681.0,6.0,3.2,22.0,11.8,107.0,57.5,51.0,27.4,158.0,84.9,29Q033
7,2007,All Students,66,656.0,7.0,10.6,13.0,19.7,38.0,57.6,8.0,12.1,46.0,69.7,10X037
5,2007,All Students,113,712.0,2.0,1.8,3.0,2.7,33.0,29.2,75.0,66.4,108.0,95.6,26Q203
4,2006,All Students,158,654.0,29.0,18.4,43.0,27.2,66.0,41.8,20.0,12.7,86.0,54.4,10X094
7,2011,All Students,394,693.0,4.0,1.0,42.0,10.7,154.0,39.1,194.0,49.2,348.0,88.3,30Q227
4,2011,All Students,137,676.0,18.0,13.1,52.0,38.0,46.0,33.6,21.0,15.3,67.0,48.9,08X072
3,2008,All Students,134,679.0,3.0,2.2,15.0,11.2,97.0,72.4,19.0,14.2,116.0,86.6,06M153
6,2007,All Students,1,,,,,,,,,,,,09X070
All Grades,2007,All Students,230,,1.0,0.4,21.0,9.1,72.0,31.3,136.0,59.1,208.0,90.4,26Q046
5,2008,All Students,94,664.0,8.0,8.5,19.0,20.2,53.0,56.4,14.0,14.9,67.0,71.3,29Q195
3,2009,All Students,48,695.0,1.0,2.1,0.0,0.0,33.0,68.8,14.0,29.2,47.0,97.9,31R046
All Grades,2008,All Students,248,,0.0,0.0,5.0,2.0,118.0,47.6,125.0,50.4,243.0,98.0,31R001
3,2010,All Students,100,688.0,8.0,8.0,43.0,43.0,34.0,34.0,15.0,15.0,49.0,49.0,24Q239
4,2011,All Students,84,676.0,5.0,6.0,37.0,44.0,38.0,45.2,4.0,4.8,42.0,50.0,10X037
4,2006,All Students,103,684.0,4.0,3.9,14.0,13.6,46.0,44.7,39.0,37.9,85.0,82.5,25Q129
4,2006,All Students,23,642.0,3.0,13.0,12.0,52.2,7.0,30.4,1.0,4.3,8.0,34.8,04M497
All Grades,2010,All Students,1130,,112.0,9.9,480.0,42.5,348.0,30.8,190.0,16.8,538.0,47.6,29Q109
8,2011,All Students,82,698.0,0.0,0.0,5.0,6.1,47.0,57.3,30.0,36.6,77.0,93.9,23K392
5,2008,All Students,139,684.0,4.0,2.9,17.0,12.2,69.0,49.6,49.0,35.3,118.0,84.9,18K244
All Grades,2010,All Students,848,,14.0,1.7,160.0,18.9,339.0,40.0,335.0,39.5,674.0,79.5,20K104
4,2010,All Students,153,696.0,0.0,0.0,35.0,22.9,72.0,47.1,46.0,30.1,118.0,77.1,10X205
All Grades,2011,All Students,303,677.0,34.0,11.2,124.0,40.9,110.0,36.3,35.0,11.6,145.0,47.9,28Q082
4,2007,All Students,3,,,,,,,,,,,,75Q993
6,2010,All Students,636,679.0,40.0,6.3,243.0,38.2,210.0,33.0,143.0,22.5,353.0,55.5,30Q145
3,2011,All Students,74,694.0,3.0,4.1,18.0,24.3,40.0,54.1,13.0,17.6,53.0,71.6,21K216
8,2010,All Students,64,656.0,4.0,6.3,48.0,75.0,12.0,18.8,0.0,0.0,12.0,18.8,04M050
4,2008,All Students,44,670.0,5.0,11.4,9.0,20.5,22.0,50.0,8.0,18.2,30.0,68.2,23K137
7,2010,All Students,87,688.0,4.0,4.6,12.0,13.8,32.0,36.8,39.0,44.8,71.0,81.6,03M862
6,2010,All Students,83,669.0,4.0,4.8,44.0,53.0,28.0,33.7,7.0,8.4,35.0,42.2,23K522
7,2010,All Students,73,680.0,2.0,2.7,17.0,23.3,38.0,52.1,16.0,21.9,54.0,74.0,10X228
8,2008,All Students,85,671.0,1.0,1.2,20.0,23.5,48.0,56.5,16.0,18.8,64.0,75.3,12X273
8,2010,All Students,329,657.0,75.0,22.8,165.0,50.2,81.0,24.6,8.0,2.4,89.0,27.1,10X244
3,2006,All Students,83,653.0,14.0,16.9,24.0,28.9,41.0,49.4,4.0,4.8,45.0,54.2,05M154
6,2008,All Students,187,683.0,17.0,9.1,18.0,9.6,76.0,40.6,76.0,40.6,152.0,81.3,24Q153
All Grades,2008,All Students,206,,5.0,2.4,19.0,9.2,110.0,53.4,72.0,35.0,182.0,88.3,75K372
4,2006,All Students,106,679.0,3.0,2.8,18.0,17.0,58.0,54.7,27.0,25.5,85.0,80.2,30Q002
5,2010,All Students,98,679.0,4.0,4.1,40.0,40.8,38.0,38.8,16.0,16.3,54.0,55.1,06M028
8,2009,All Students,94,702.0,0.0,0.0,0.0,0.0,45.0,47.9,49.0,52.1,94.0,100.0,02M260
All Grades,2010,All Students,77,,17.0,22.1,32.0,41.6,20.0,26.0,8.0,10.4,28.0,36.4,19K677
8,2006,All Students,157,672.0,1.0,0.6,23.0,14.6,121.0,77.1,12.0,7.6,133.0,84.7,08X101
3,2007,All Students,74,666.0,5.0,6.8,16.0,21.6,45.0,60.8,8.0,10.8,53.0,71.6,07X161
4,2011,All Students,145,688.0,4.0,2.8,43.0,29.7,66.0,45.5,32.0,22.1,98.0,67.6,15K001
All Grades,2010,All Students,448,,6.0,1.3,67.0,15.0,161.0,35.9,214.0,47.8,375.0,83.7,24Q877
5,2008,All Students,66,668.0,1.0,1.5,12.0,18.2,48.0,72.7,5.0,7.6,53.0,80.3,31R020
All Grades,2007,All Students,584,,157.0,26.9,270.0,46.2,152.0,26.0,5.0,0.9,157.0,26.9,09X232
4,2009,All Students,150,685.0,4.0,2.7,16.0,10.7,85.0,56.7,45.0,30.0,130.0,86.7,18K244
6,2008,All Students,106,667.0,5.0,4.7,19.0,17.9,66.0,62.3,16.0,15.1,82.0,77.4,23K323
8,2010,All Students,29,621.0,25.0,86.2,4.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,75K141
7,2011,All Students,63,701.0,1.0,1.6,3.0,4.8,25.0,39.7,34.0,54.0,59.0,93.7,25Q219
All Grades,2007,All Students,337,,35.0,10.4,76.0,22.6,173.0,51.3,53.0,15.7,226.0,67.1,32K384
7,2008,All Students,84,660.0,5.0,6.0,23.0,27.4,44.0,52.4,12.0,14.3,56.0,66.7,01M332
All Grades,2006,All Students,494,,36.0,7.3,98.0,19.8,234.0,47.4,126.0,25.5,360.0,72.9,31R060
6,2007,All Students,27,686.0,0.0,0.0,7.0,25.9,10.0,37.0,10.0,37.0,20.0,74.1,21K121
5,2011,All Students,115,683.0,11.0,9.6,23.0,20.0,63.0,54.8,18.0,15.7,81.0,70.4,09X199
8,2006,All Students,368,655.0,71.0,19.3,89.0,24.2,133.0,36.1,75.0,20.4,208.0,56.5,03M054
3,2006,All Students,66,691.0,1.0,1.5,2.0,3.0,38.0,57.6,25.0,37.9,63.0,95.5,26Q115
4,2008,All Students,98,686.0,3.0,3.1,13.0,13.3,48.0,49.0,34.0,34.7,82.0,83.7,21K212
5,2009,All Students,96,693.0,3.0,3.1,6.0,6.3,41.0,42.7,46.0,47.9,87.0,90.6,21K216
6,2008,All Students,58,690.0,0.0,0.0,3.0,5.2,30.0,51.7,25.0,43.1,55.0,94.8,11X019
7,2011,All Students,11,629.0,7.0,63.6,4.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,10X399
3,2008,All Students,189,683.0,3.0,1.6,16.0,8.5,136.0,72.0,34.0,18.0,170.0,89.9,18K115
4,2008,All Students,64,688.0,7.0,10.9,6.0,9.4,26.0,40.6,25.0,39.1,51.0,79.7,28Q048
4,2006,All Students,86,675.0,6.0,7.0,7.0,8.1,53.0,61.6,20.0,23.3,73.0,84.9,31R052
8,2010,All Students,91,667.0,9.0,9.9,52.0,57.1,21.0,23.1,9.0,9.9,30.0,33.0,19K311
4,2008,All Students,92,718.0,0.0,0.0,0.0,0.0,25.0,27.2,67.0,72.8,92.0,100.0,14K031
3,2009,All Students,130,680.0,2.0,1.5,10.0,7.7,100.0,76.9,18.0,13.8,118.0,90.8,08X100
5,2009,All Students,36,671.0,0.0,0.0,6.0,16.7,25.0,69.4,5.0,13.9,30.0,83.3,03M076
8,2011,All Students,271,695.0,19.0,7.0,38.0,14.0,88.0,32.5,126.0,46.5,214.0,79.0,03M054
6,2010,All Students,101,646.0,29.0,28.7,46.0,45.5,25.0,24.8,1.0,1.0,26.0,25.7,09X229
5,2008,All Students,21,625.0,8.0,38.1,6.0,28.6,7.0,33.3,0.0,0.0,7.0,33.3,75K004
6,2010,All Students,85,707.0,0.0,0.0,7.0,8.2,24.0,28.2,54.0,63.5,78.0,91.8,02M413
3,2010,All Students,120,704.0,0.0,0.0,17.0,14.2,59.0,49.2,44.0,36.7,103.0,85.8,02M234
6,2007,All Students,165,664.0,20.0,12.1,29.0,17.6,93.0,56.4,23.0,13.9,116.0,70.3,27Q043
6,2011,All Students,80,669.0,4.0,5.0,40.0,50.0,34.0,42.5,2.0,2.5,36.0,45.0,10X459
5,2008,All Students,119,667.0,13.0,10.9,20.0,16.8,64.0,53.8,22.0,18.5,86.0,72.3,12X195
3,2008,All Students,70,689.0,1.0,1.4,5.0,7.1,45.0,64.3,19.0,27.1,64.0,91.4,22K197
4,2008,All Students,71,661.0,8.0,11.3,17.0,23.9,40.0,56.3,6.0,8.5,46.0,64.8,14K084
8,2006,All Students,52,641.0,8.0,15.4,24.0,46.2,20.0,38.5,0.0,0.0,20.0,38.5,32K554
All Grades,2006,All Students,454,,18.0,4.0,57.0,12.6,215.0,47.4,164.0,36.1,379.0,83.5,31R042
All Grades,2009,All Students,601,,10.0,1.7,65.0,10.8,316.0,52.6,210.0,34.9,526.0,87.5,20K180
4,2006,All Students,100,707.0,1.0,1.0,3.0,3.0,41.0,41.0,55.0,55.0,96.0,96.0,25Q209
All Grades,2007,All Students,203,,9.0,4.4,53.0,26.1,117.0,57.6,24.0,11.8,141.0,69.5,13K256
All Grades,2008,All Students,185,,6.0,3.2,22.0,11.9,122.0,65.9,35.0,18.9,157.0,84.9,27Q253
4,2007,All Students,135,672.0,10.0,7.4,19.0,14.1,80.0,59.3,26.0,19.3,106.0,78.5,27Q043
All Grades,2009,All Students,288,,7.0,2.4,38.0,13.2,208.0,72.2,35.0,12.2,243.0,84.4,18K272
6,2009,All Students,164,665.0,14.0,8.5,32.0,19.5,101.0,61.6,17.0,10.4,118.0,72.0,11X180
8,2008,All Students,43,594.0,29.0,67.4,12.0,27.9,2.0,4.7,0.0,0.0,2.0,4.7,75K369
3,2007,All Students,109,656.0,13.0,11.9,36.0,33.0,52.0,47.7,8.0,7.3,60.0,55.0,18K272
5,2006,All Students,61,639.0,11.0,18.0,32.0,52.5,17.0,27.9,1.0,1.6,18.0,29.5,01M142
3,2007,All Students,172,701.0,0.0,0.0,9.0,5.2,82.0,47.7,81.0,47.1,163.0,94.8,02M124
3,2008,All Students,123,705.0,1.0,0.8,0.0,0.0,64.0,52.0,58.0,47.2,122.0,99.2,02M041
All Grades,2008,All Students,272,,35.0,12.9,122.0,44.9,112.0,41.2,3.0,1.1,115.0,42.3,16K584
5,2007,All Students,46,682.0,1.0,2.2,6.0,13.0,26.0,56.5,13.0,28.3,39.0,84.8,21K238
4,2008,All Students,80,696.0,2.0,2.5,8.0,10.0,32.0,40.0,38.0,47.5,70.0,87.5,15K029
All Grades,2011,All Students,312,699.0,19.0,6.1,48.0,15.4,115.0,36.9,130.0,41.7,245.0,78.5,20K048
4,2007,All Students,41,642.0,7.0,17.1,19.0,46.3,14.0,34.1,1.0,2.4,15.0,36.6,03M241
5,2009,All Students,170,698.0,1.0,0.6,9.0,5.3,78.0,45.9,82.0,48.2,160.0,94.1,25Q020
All Grades,2010,All Students,114,,2.0,1.8,18.0,15.8,42.0,36.8,52.0,45.6,94.0,82.5,13K270
6,2010,All Students,153,659.0,29.0,19.0,79.0,51.6,31.0,20.3,14.0,9.2,45.0,29.4,11X272
5,2007,All Students,65,635.0,18.0,27.7,22.0,33.8,22.0,33.8,3.0,4.6,25.0,38.5,09X002
3,2006,All Students,141,647.0,31.0,22.0,34.0,24.1,74.0,52.5,2.0,1.4,76.0,53.9,08X152
6,2007,All Students,270,659.0,35.0,13.0,66.0,24.4,123.0,45.6,46.0,17.0,169.0,62.6,06M052
3,2010,All Students,122,689.0,10.0,8.2,51.0,41.8,43.0,35.2,18.0,14.8,61.0,50.0,17K189
4,2008,All Students,41,655.0,5.0,12.2,15.0,36.6,18.0,43.9,3.0,7.3,21.0,51.2,01M015
All Grades,2011,All Students,617,667.0,68.0,11.0,352.0,57.1,165.0,26.7,32.0,5.2,197.0,31.9,27Q105
8,2009,All Students,153,649.0,7.0,4.6,77.0,50.3,69.0,45.1,0.0,0.0,69.0,45.1,07X203
All Grades,2011,All Students,104,681.0,9.0,8.7,37.0,35.6,46.0,44.2,12.0,11.5,58.0,55.8,27Q317
5,2007,All Students,115,680.0,2.0,1.7,16.0,13.9,65.0,56.5,32.0,27.8,97.0,84.3,18K208
5,2011,All Students,50,671.0,4.0,8.0,19.0,38.0,27.0,54.0,0.0,0.0,27.0,54.0,06M018
4,2011,All Students,136,713.0,2.0,1.5,15.0,11.0,32.0,23.5,87.0,64.0,119.0,87.5,02M002
3,2006,All Students,51,676.0,2.0,3.9,8.0,15.7,28.0,54.9,13.0,25.5,41.0,80.4,10X037
5,2008,All Students,45,673.0,0.0,0.0,7.0,15.6,30.0,66.7,8.0,17.8,38.0,84.4,25Q201
7,2009,All Students,388,691.0,2.0,0.5,26.0,6.7,216.0,55.7,144.0,37.1,360.0,92.8,24Q119
7,2011,All Students,33,657.0,5.0,15.2,15.0,45.5,12.0,36.4,1.0,3.0,13.0,39.4,17K353
3,2007,All Students,65,704.0,0.0,0.0,4.0,6.2,28.0,43.1,33.0,50.8,61.0,93.8,25Q219
All Grades,2010,All Students,1046,,19.0,1.8,183.0,17.5,347.0,33.2,497.0,47.5,844.0,80.7,26Q158
4,2007,All Students,77,651.0,17.0,22.1,16.0,20.8,39.0,50.6,5.0,6.5,44.0,57.1,17K397
3,2011,All Students,47,693.0,3.0,6.4,7.0,14.9,29.0,61.7,8.0,17.0,37.0,78.7,02M217
4,2006,All Students,79,675.0,12.0,15.2,18.0,22.8,27.0,34.2,22.0,27.8,49.0,62.0,07X031
7,2009,All Students,472,688.0,5.0,1.1,11.0,2.3,298.0,63.1,158.0,33.5,456.0,96.6,14K318
All Grades,2010,All Students,592,,74.0,12.5,333.0,56.3,137.0,23.1,48.0,8.1,185.0,31.3,29Q147
3,2007,All Students,70,687.0,3.0,4.3,6.0,8.6,41.0,58.6,20.0,28.6,61.0,87.1,04M171
7,2011,All Students,120,648.0,29.0,24.2,64.0,53.3,26.0,21.7,1.0,0.8,27.0,22.5,08X301
8,2008,All Students,36,567.0,34.0,94.4,2.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,75X723
8,2010,All Students,77,691.0,3.0,3.9,17.0,22.1,34.0,44.2,23.0,29.9,57.0,74.0,28Q284
6,2008,All Students,91,650.0,13.0,14.3,23.0,25.3,51.0,56.0,4.0,4.4,55.0,60.4,27Q042
6,2008,All Students,60,647.0,10.0,16.7,17.0,28.3,25.0,41.7,8.0,13.3,33.0,55.0,27Q225
8,2008,All Students,553,651.0,62.0,11.2,191.0,34.5,260.0,47.0,40.0,7.2,300.0,54.2,27Q226
All Grades,2007,All Students,255,,17.0,6.7,33.0,12.9,117.0,45.9,88.0,34.5,205.0,80.4,11X153
4,2011,All Students,4,,,,,,,,,,,,75X017
All Grades,2010,All Students,339,,2.0,0.6,31.0,9.1,121.0,35.7,185.0,54.6,306.0,90.3,02M006
All Grades,2006,All Students,160,,27.0,16.9,41.0,25.6,84.0,52.5,8.0,5.0,92.0,57.5,03M242
6,2008,All Students,53,677.0,0.0,0.0,8.0,15.1,33.0,62.3,12.0,22.6,45.0,84.9,21K238
5,2010,All Students,45,655.0,10.0,22.2,24.0,53.3,11.0,24.4,0.0,0.0,11.0,24.4,05M194
4,2010,All Students,53,706.0,0.0,0.0,3.0,5.7,29.0,54.7,21.0,39.6,50.0,94.3,14K196
All Grades,2011,All Students,542,690.0,17.0,3.1,154.0,28.4,252.0,46.5,119.0,22.0,371.0,68.5,11X106
3,2006,All Students,205,704.0,1.0,0.5,7.0,3.4,91.0,44.4,106.0,51.7,197.0,96.1,30Q069
All Grades,2011,All Students,1000,691.0,20.0,2.0,221.0,22.1,378.0,37.8,381.0,38.1,759.0,75.9,30Q141
4,2006,All Students,72,690.0,2.0,2.8,7.0,9.7,38.0,52.8,25.0,34.7,63.0,87.5,25Q214
8,2006,All Students,183,621.0,66.0,36.1,87.0,47.5,28.0,15.3,2.0,1.1,30.0,16.4,32K347
All Grades,2009,All Students,357,,0.0,0.0,12.0,3.4,176.0,49.3,169.0,47.3,345.0,96.6,20K160
5,2011,All Students,60,669.0,5.0,8.3,34.0,56.7,17.0,28.3,4.0,6.7,21.0,35.0,28Q048
4,2006,All Students,163,666.0,12.0,7.4,32.0,19.6,95.0,58.3,24.0,14.7,119.0,73.0,30Q149
4,2010,All Students,107,672.0,6.0,5.6,48.0,44.9,43.0,40.2,10.0,9.3,53.0,49.5,11X016
All Grades,2009,All Students,520,,16.0,3.1,83.0,16.0,342.0,65.8,79.0,15.2,421.0,81.0,22K269
4,2007,All Students,108,662.0,14.0,13.0,26.0,24.1,53.0,49.1,15.0,13.9,68.0,63.0,08X130
3,2008,All Students,143,695.0,1.0,0.7,4.0,2.8,95.0,66.4,43.0,30.1,138.0,96.5,17K249
4,2009,All Students,50,670.0,2.0,4.0,7.0,14.0,34.0,68.0,7.0,14.0,41.0,82.0,23K298
5,2008,All Students,107,675.0,3.0,2.8,16.0,15.0,68.0,63.6,20.0,18.7,88.0,82.2,28Q050
5,2010,All Students,104,689.0,7.0,6.7,25.0,24.0,44.0,42.3,28.0,26.9,72.0,69.2,08X036
6,2011,All Students,177,674.0,13.0,7.3,69.0,39.0,74.0,41.8,21.0,11.9,95.0,53.7,22K014
7,2009,All Students,93,690.0,0.0,0.0,3.0,3.2,51.0,54.8,39.0,41.9,90.0,96.8,29Q208
8,2011,All Students,87,675.0,4.0,4.6,37.0,42.5,42.0,48.3,4.0,4.6,46.0,52.9,29Q147
5,2010,All Students,43,668.0,5.0,11.6,23.0,53.5,13.0,30.2,2.0,4.7,15.0,34.9,16K309
All Grades,2008,All Students,269,,2.0,0.7,34.0,12.6,169.0,62.8,64.0,23.8,233.0,86.6,21K238
3,2011,All Students,75,705.0,0.0,0.0,6.0,8.0,38.0,50.7,31.0,41.3,69.0,92.0,26Q018
6,2008,All Students,75,643.0,10.0,13.3,29.0,38.7,35.0,46.7,1.0,1.3,36.0,48.0,13K571
All Grades,2006,All Students,160,,7.0,4.4,70.0,43.8,80.0,50.0,3.0,1.9,83.0,51.9,23K697
5,2009,All Students,106,680.0,3.0,2.8,10.0,9.4,65.0,61.3,28.0,26.4,93.0,87.7,08X075
7,2011,All Students,78,699.0,0.0,0.0,7.0,9.0,31.0,39.7,40.0,51.3,71.0,91.0,25Q281
6,2009,All Students,87,674.0,5.0,5.7,8.0,9.2,60.0,69.0,14.0,16.1,74.0,85.1,10X206
4,2006,All Students,72,669.0,9.0,12.5,7.0,9.7,38.0,52.8,18.0,25.0,56.0,77.8,14K017
All Grades,2008,All Students,249,,21.0,8.4,71.0,28.5,144.0,57.8,13.0,5.2,157.0,63.1,07X277
8,2011,All Students,71,685.0,0.0,0.0,21.0,29.6,38.0,53.5,12.0,16.9,50.0,70.4,17K181
4,2009,All Students,140,705.0,2.0,1.4,7.0,5.0,64.0,45.7,67.0,47.9,131.0,93.6,28Q121
4,2010,All Students,139,706.0,1.0,0.7,30.0,21.6,44.0,31.7,64.0,46.0,108.0,77.7,25Q021
3,2011,All Students,281,682.0,21.0,7.5,131.0,46.6,108.0,38.4,21.0,7.5,129.0,45.9,24Q143
5,2010,All Students,58,680.0,0.0,0.0,21.0,36.2,32.0,55.2,5.0,8.6,37.0,63.8,04M155
7,2006,All Students,48,634.0,7.0,14.6,24.0,50.0,17.0,35.4,0.0,0.0,17.0,35.4,01M034
6,2007,All Students,85,677.0,6.0,7.1,9.0,10.6,49.0,57.6,21.0,24.7,70.0,82.4,27Q232
All Grades,2010,All Students,123,,9.0,7.3,74.0,60.2,30.0,24.4,10.0,8.1,40.0,32.5,17K531
7,2007,All Students,58,669.0,1.0,1.7,15.0,25.9,33.0,56.9,9.0,15.5,42.0,72.4,03M333
3,2010,All Students,161,697.0,3.0,1.9,57.0,35.4,57.0,35.4,44.0,27.3,101.0,62.7,30Q011
7,2008,All Students,136,644.0,14.0,10.3,57.0,41.9,64.0,47.1,1.0,0.7,65.0,47.8,07X224
All Grades,2010,All Students,273,,29.0,10.6,107.0,39.2,101.0,37.0,36.0,13.2,137.0,50.2,13K003
4,2011,All Students,109,679.0,6.0,5.5,41.0,37.6,47.0,43.1,15.0,13.8,62.0,56.9,12X067
6,2010,All Students,2,,,,,,,,,,,,75Q255
7,2009,All Students,64,701.0,1.0,1.6,0.0,0.0,26.0,40.6,37.0,57.8,63.0,98.4,17K590
All Grades,2010,All Students,326,,45.0,13.8,164.0,50.3,97.0,29.8,20.0,6.1,117.0,35.9,21K288
3,2011,All Students,184,692.0,8.0,4.3,44.0,23.9,88.0,47.8,44.0,23.9,132.0,71.7,24Q153
All Grades,2007,All Students,321,,8.0,2.5,34.0,10.6,172.0,53.6,107.0,33.3,279.0,86.9,30Q234
5,2006,All Students,120,667.0,8.0,6.7,31.0,25.8,56.0,46.7,25.0,20.8,81.0,67.5,22K052
6,2009,All Students,98,647.0,8.0,8.2,45.0,45.9,44.0,44.9,1.0,1.0,45.0,45.9,17K587
All Grades,2009,All Students,469,,8.0,1.7,78.0,16.6,314.0,67.0,69.0,14.7,383.0,81.7,10X246
5,2007,All Students,95,677.0,3.0,3.2,15.0,15.8,49.0,51.6,28.0,29.5,77.0,81.1,31R041
4,2006,All Students,122,667.0,7.0,5.7,28.0,23.0,68.0,55.7,19.0,15.6,87.0,71.3,12X196
3,2006,All Students,66,699.0,1.0,1.5,1.0,1.5,39.0,59.1,25.0,37.9,64.0,97.0,25Q219
5,2009,All Students,27,678.0,0.0,0.0,2.0,7.4,20.0,74.1,5.0,18.5,25.0,92.6,07X369
All Grades,2008,All Students,292,,6.0,2.1,34.0,11.6,186.0,63.7,66.0,22.6,252.0,86.3,27Q065
4,2007,All Students,78,705.0,3.0,3.8,3.0,3.8,27.0,34.6,45.0,57.7,72.0,92.3,02M040
All Grades,2007,All Students,408,,10.0,2.5,33.0,8.1,197.0,48.3,168.0,41.2,365.0,89.5,27Q090
3,2007,All Students,75,670.0,5.0,6.7,12.0,16.0,47.0,62.7,11.0,14.7,58.0,77.3,16K309
3,2008,All Students,114,682.0,1.0,0.9,9.0,7.9,84.0,73.7,20.0,17.5,104.0,91.2,22K119
5,2008,All Students,115,692.0,2.0,1.7,12.0,10.4,54.0,47.0,47.0,40.9,101.0,87.8,21K215
6,2008,All Students,427,686.0,9.0,2.1,26.0,6.1,239.0,56.0,153.0,35.8,392.0,91.8,31R075
All Grades,2008,All Students,457,,4.0,0.9,48.0,10.5,288.0,63.0,117.0,25.6,405.0,88.6,10X205
5,2006,All Students,216,643.0,44.0,20.4,91.0,42.1,69.0,31.9,12.0,5.6,81.0,37.5,08X302
6,2010,All Students,13,602.0,11.0,84.6,2.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,75X168
All Grades,2007,All Students,206,,7.0,3.4,53.0,25.7,120.0,58.3,26.0,12.6,146.0,70.9,03M084
4,2006,All Students,61,670.0,6.0,9.8,11.0,18.0,28.0,45.9,16.0,26.2,44.0,72.1,02M217
All Grades,2006,All Students,284,,57.0,20.1,85.0,29.9,125.0,44.0,17.0,6.0,142.0,50.0,04M155
6,2008,All Students,306,687.0,12.0,3.9,34.0,11.1,143.0,46.7,117.0,38.2,260.0,85.0,30Q230
5,2007,All Students,116,666.0,5.0,4.3,27.0,23.3,71.0,61.2,13.0,11.2,84.0,72.4,22K198
5,2010,All Students,119,665.0,24.0,20.2,49.0,41.2,35.0,29.4,11.0,9.2,46.0,38.7,10X079
4,2006,All Students,94,648.0,23.0,24.5,25.0,26.6,34.0,36.2,12.0,12.8,46.0,48.9,29Q195
6,2007,All Students,77,645.0,18.0,23.4,23.0,29.9,31.0,40.3,5.0,6.5,36.0,46.8,09X004
5,2009,All Students,65,665.0,2.0,3.1,20.0,30.8,35.0,53.8,8.0,12.3,43.0,66.2,29Q181
8,2008,All Students,389,652.0,23.0,5.9,158.0,40.6,188.0,48.3,20.0,5.1,208.0,53.5,22K278
4,2011,All Students,155,683.0,11.0,7.1,72.0,46.5,35.0,22.6,37.0,23.9,72.0,46.5,19K159
4,2011,All Students,84,694.0,2.0,2.4,17.0,20.2,44.0,52.4,21.0,25.0,65.0,77.4,11X153
4,2007,All Students,50,675.0,2.0,4.0,13.0,26.0,24.0,48.0,11.0,22.0,35.0,70.0,03M084
6,2009,All Students,349,677.0,9.0,2.6,51.0,14.6,210.0,60.2,79.0,22.6,289.0,82.8,29Q109
4,2008,All Students,108,663.0,8.0,7.4,19.0,17.6,70.0,64.8,11.0,10.2,81.0,75.0,17K138
5,2011,All Students,131,682.0,8.0,6.1,49.0,37.4,46.0,35.1,28.0,21.4,74.0,56.5,18K244
5,2008,All Students,49,685.0,0.0,0.0,3.0,6.1,32.0,65.3,14.0,28.6,46.0,93.9,29Q268
All Grades,2007,All Students,374,,13.0,3.5,59.0,15.8,192.0,51.3,110.0,29.4,302.0,80.7,15K447
