DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,2012-2013 OVERALL GRADE,2012-2013 OVERALL SCORE,2012-13 OVERALL PERCENTILE,2012-2013 PROGRESS CATEGORY SCORE,2012-2013 PROGRESS GRADE,2012-2013 PERFORMANCE CATEGORY SCORE,2012-2013PERFORMANCE GRADE,2012-2013 ENVIRONMENT CATEGORY SCORE,2012-2013 ENVIRONMENT GRADE,2012-2013 COLLEGE AND CAREER READINESS SCORE,2012-2013 COLLEGE AND CAREER READINESS GRADE,2012-2013 ADDITIONAL CREDIT,2011-12 PROGRESS REPORT GRADE,2010-11 PROGRESS REPORT GRADE,2009-10 PROGRESS REPORT GRADE
11X144,11,J.H.S. 144 Michelangelo,Jeremy Kabinoff,EMS,Middle,B,61.4,58.43,34.6,B,13.2,B,9.2,B,.,.,4.4,D,C,C
11X153,11,P.S. 153 Helen Keller,Veronica Goka,EMS,Elementary,A,67.5,87.21,40.6,A,17.3,A,7.2,B,.,.,2.4,A,A,B
11X160,11,P.S. 160 Walt Disney,Lori Baker,EMS,Elementary,C,46.1,32.95,23.1,C,13.1,B,7.3,B,.,.,2.6,C,C,C
11X169,11,BAYCHESTER ACADEMY,Cristine Vaughan,EMS,Elementary,B,48.9,40.16,25.2,C,13.5,B,8.3,B,.,.,1.8,C,.,.
11X175,11,P.S. 175 City Island,Amy Lipson,EMS,K-8,C,37.1,6.1,19,C,9.2,C,6.8,C,.,.,2.1,C,C,C
11X178,11,P.S. 178 - Dr. Selman Waksman,Deborah Levine,EMS,Elementary,B,50.5,46.72,28.6,B,11.9,B,6.6,B,.,.,3.4,C,B,C
11X180,11,M.S. 180 Dr. Daniel Hale Williams,Frank Uzzo,EMS,Middle,C,31.5,4.21,7.4,F,10.9,C,10.6,B,.,.,2.6,C,C,B
11X181,11,I.S. 181 Pablo Casals,Christopher Warnock,EMS,Middle,C,48.3,28.37,20.2,C,15.7,B,8.7,B,.,.,3.7,C,B,B
11X189,11,Cornerstone Academy for Social Action,James Bellon,EMS,Elementary,B,49.1,41.48,28.6,B,10.4,C,7.3,B,.,.,2.8,D,C,F
11X194,11,PS/MS 194,Rosa Sifuentes-Rosado,EMS,K-8,B,59.1,59.15,35,B,14.9,B,6.1,C,.,.,3.1,A,C,B
11X249,11,Bronx Health Sciences High School,Miriam Rivas,HS,High School,A,76.5,82.66,33.1,B,19.4,A,12.5,A,7.1,A,4.35,,,
11X253,11,Bronx High School for Writing and Communication Arts,Terri Lynn Grey,HS,High School,C,54,24.39,28.3,B,7.2,D,11.9,A,2.5,D,4.12,C,C,C
11X265,11,Bronx Lab School,Christophe Lagares,HS,High School,B,58.4,33.88,30,B,9.7,C,10.6,B,3.5,C,4.55,B,C,B
11X270,11,Academy for Scholarship and Entrepreneurship: A,Zenobia White,EMS,Middle,,.,.,.,,.,,.,,.,.,.,,D,C
11X270,11,Academy for Scholarship and Entrepreneurship: A College Board School,Zenobia White,HS,High School,B,60.5,42.28,28,B,12.5,B,10.8,B,3.6,C,5.55,B,D,C
11X272,11,Globe School for Environmental Research,Matthew Angell,EMS,Middle,B,62.5,61.8,42,A,11.1,C,5,D,.,.,4.4,C,C,D
11X275,11,High School of Computers and Technology,Bruce Abramowitz,HS,High School,A,89.5,97.02,40.4,A,17.2,A,13.1,A,7.7,A,11.09,A,A,A
11X287,11,The Forward School,Adrienne Phifer,EMS,Middle,C,49.7,31.74,25.1,C,15,B,5.8,D,.,.,3.8,A,B,B
11X288,11,Collegiate Institute for Math and Science,Shadia Alvarez,HS,High School,B,64.6,55.28,26.6,C,15.6,A,11.4,B,7.2,A,3.84,B,A,A
11X289,11,The Young Scholars Academy of The Bronx,Jeanette Vargas,EMS,Middle,C,41.7,14.61,22.5,C,9.1,C,7.3,C,.,.,2.8,B,C,C
11X290,11,Bronx Academy of Health Careers,Dawn Santiago,HS,High School,B,67.3,63.69,29.1,B,12.6,B,11.4,B,7.8,A,6.38,A,A,A
11X299,11,Astor Collegiate Academy,Sandra Burgos,HS,High School,C,57.6,30.62,30.5,B,8.9,C,8.2,C,5.3,B,4.57,B,C,B
11X322,11,Aspire Preparatory Middle School,Steven Cobb,EMS,Middle,,.,.,.,,.,,.,,.,.,.,,F,C
11X326,11,Bronx Green Middle School,Charles Johnson,EMS,Middle,B,66.8,73.31,41.5,A,11.3,C,9.6,B,.,.,4.4,B,B,C
11X370,11,School of Diplomacy,Sean Licata,EMS,Middle,D,32.7,5.34,16.7,C,8.9,C,4.1,F,.,.,3,C,F,C
11X415,11,Christopher Columbus High School,Lisa Fuentes,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,D
11X417,11,C Columbus Hs Yabc,Ruth Colton,YABC,YABC,D,42.6,.,19.8,C,3.4,D,10.9,B,2.7,D,5.75,B,B,B
11X418,11,Bronx High School for the Visual Arts,G Jones,HS,High School,C,51.1,17.34,23.7,C,8.4,C,11.9,A,4.1,C,3.04,C,C,B
11X455,11,Harry S Truman High School,Sana Nasser,HS,High School,B,61.3,45.8,24.2,C,11.8,B,10.5,B,5.9,B,8.91,A,B,B
11X462,11,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCH,Jamaal Bowman,EMS,Middle,B,56.6,48.31,32.2,B,9.8,C,10.8,B,.,.,3.8,A,B,.
11X468,11,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGE,Anthony Rivera,EMS,Middle,C,50,33.15,24.8,C,11.3,C,11,B,.,.,2.9,A,B,.
11X498,11,PS/MS 11X498 - VAN NEST ACADEMY,Carol Gilligan,EMS,K-8,A,64.1,77.44,39.5,A,11.5,C,10.1,B,.,.,3,B,.,.
11X508,11,Bronxdale High School,Carolyne Quintana,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
11X509,11,High School for Language and Innovation,Julie Nariman,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
11X513,11,New World High School,Fausto Salazar,HS,High School,A,84.8,92.95,40.4,A,15.4,A,12.1,A,6.9,A,10,A,B,A
11X514,11,The Bronxwood Preparatory Academy,Janet Gallardo,HS,High School,B,59.3,37.67,31.3,B,7.3,D,11.4,B,3.2,D,6.01,C,C,B
11X529,11,One World Middle School at Edenwald,Patricia Wynne,EMS,Middle,C,43.4,17.42,20.1,C,8.4,C,12.5,A,.,.,2.4,,.,.
11X532,11,Baychester Middle School,Shawn Mangar,EMS,Middle,C,45.4,21.63,20.8,C,12.1,B,10.2,B,.,.,2.3,,.,.
11X541,11,Global Enterprise High School,Sandra Maldonado,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,C
11X542,11,Pelham Preparatory Academy,Carlos Santiago,HS,High School,A,71.2,71.82,28.6,B,16.9,A,12.6,A,9.8,A,3.29,B,B,A
11X544,11,High School for Contemporary Arts,Francisco Sanchez,HS,High School,A,75.8,80.22,36.4,B,14.6,B,10.9,B,5.1,C,8.73,B,A,A
11X545,11,Bronx Aerospace High School,Barbara Kirkweg,HS,High School,B,65.1,56.64,25.6,C,16.4,A,6.7,D,6.2,B,10.19,A,,
11X556,11,Bronx Park Middle School,Dillon Prime,EMS,Middle,,.,.,.,,.,,.,,.,.,.,,,
11X566,11,Pelham Gardens Middle School,Denise Williams,EMS,Middle,,.,.,.,,.,,.,,.,.,.,,,
12X006,12,P.S. 006 West Farms,Juliet Young,EMS,Elementary,C,48.3,37.87,34.4,B,7.2,C,3.2,C,.,.,3.4,C,C,C
12X044,12,P.S. 044 David C. Farragut,Melissa Harrow,EMS,Elementary,B,57.4,67.05,41.6,A,11.8,B,0.5,F,.,.,3.5,D,C,B
12X047,12,P.S. 047 John Randolph,Thomas Guarnieri,EMS,Elementary,C,39.3,16.07,23,C,8,C,6.3,B,.,.,2,D,B,C
12X050,12,P.S. 050 Clara Barton,Kimberly Nohavicka,EMS,Elementary,,.,.,.,,.,,.,,.,.,.,F,C,D
12X057,12,P.S. 057 Crescent,Bryant Romano,EMS,Elementary,C,40.9,19.67,21.3,C,11.9,B,5.3,C,.,.,2.4,C,C,B
12X061,12,P.S. 061 Francisco Oller,Patricia Quigley,EMS,Elementary,B,54.7,60.33,29.7,B,12,B,9.8,A,.,.,3.2,A,D,C
12X066,12,P.S. 066 School of Higher Expectations,Thomas Degrazia,EMS,Elementary,B,50.5,46.72,32.5,B,10.5,C,4.2,C,.,.,3.3,A,B,B
12X067,12,P.S. 067 Mohegan School,Jeffrey Santiago,EMS,Elementary,C,43.2,25.74,27.8,C,9,C,2.7,C,.,.,3.7,B,B,C
12X092,12,P.S. 092 Bronx,Manuel Estrella,EMS,Elementary,C,36.5,9.84,25.5,C,4.3,F,2.9,C,.,.,3.8,C,C,B
12X098,12,J.H.S. 098 Herman Ridder,Claralee Irobunda,EMS,Middle,A,72,83.99,44.5,A,13.3,B,8.9,B,.,.,5.2,A,C,A
12X102,12,P.S. 102 Joseph O. Loretan,Tanyua Trezevantte,EMS,Elementary,,.,.,.,,.,,.,,.,.,.,,.,C
12X129,12,P.S. 129 Twin Parks Upper,Raymond Granda,EMS,Middle,A,82.9,94.38,47.1,A,18,A,12.1,A,.,.,5.7,B,B,B
12X134,12,P.S. 134 George F. Bristow,Kenneth Thomas,EMS,Elementary,B,48.8,39.67,30.3,B,11,B,4.9,C,.,.,2.6,C,C,B
12X150,12,P.S. 150 Charles James Fox,Edwin Irizarry,EMS,Elementary,B,50.8,47.7,30.8,B,10.4,C,6.7,B,.,.,2.9,B,B,A
12X190,12,E.S.M.T- I.S. 190,Dianajade Santiago,EMS,Middle,D,29.5,3.09,9.8,D,7.5,D,8.7,B,.,.,3.5,A,C,B
12X195,12,P.S. 195,Andrew Kavanagh,EMS,Elementary,D,31.8,4.75,22.3,C,5.4,D,1.4,D,.,.,2.7,C,C,C
12X196,12,P.S. 196,Lizzette Rivera,EMS,Elementary,A,65.9,84.1,39.8,A,15,B,6.6,B,.,.,4.5,A,C,B
12X198,12,P.S. 198,Ronnie Nelson,EMS,Middle,,.,.,.,,.,,.,,.,.,.,,.,.
12X211,12,P.S. 211,Betty Gonzalez-Soto,EMS,K-8,B,57.1,55.08,35.8,B,7.9,D,7.9,B,.,.,5.5,C,B,A
12X212,12,P.S. 212,Donna Pickell Ridley,EMS,K-8,F,30.6,1.83,18.4,C,4.4,F,3.8,D,.,.,4,C,B,C
12X214,12,P.S. 214,David Cintron,EMS,K-8,B,55.7,47.56,28.5,B,14.5,B,8.2,B,.,.,4.5,B,B,B
12X217,12,School of Performing Arts,Maiysha Etienne,EMS,Middle,C,46.9,25,25.6,C,10.7,C,7.1,C,.,.,3.5,B,C,A
12X242,12,Mott Hall V,Peter Oroszlany,EMS,Middle,B,55,44.94,28.4,B,12.2,B,9.8,B,.,.,4.6,A,B,A
12X242,12,Mott Hall V,Peter Oroszlany,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
12X245,12,New Day Academy,Mara Ganeles,EMS,Middle,,.,.,.,,.,,.,,.,.,.,,.,C
12X245,12,New Day Academy,Mara Ganeles,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,F
12X248,12,"Metropolitan High School, The",Carla Theodorou,HS,High School,A,74.2,76.96,33,B,15.2,A,13.1,A,6,B,6.86,A,A,A
12X251,12,Explorations Academy,Susana Hernandez,HS,High School,B,60.8,44.44,22.8,C,13.5,B,11.7,A,5.9,B,6.84,A,B,A
12X262,12,Performance Conservatory High School,Eulynis Matthias Fridie,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,F
12X267,12,Bronx Latin,Annette Fiorentino,EMS,Middle,A,78.2,91.85,39.5,A,21.5,A,12.3,A,.,.,4.8,A,A,A
12X267,12,Bronx Latin,Annette Fiorentino,HS,High School,A,81.9,89.7,43.2,A,13.4,B,12.9,A,7.3,A,5.04,A,A,
12X271,12,East Bronx Academy for the Future,Sarah Scrogin,EMS,Middle,B,62,60.67,38.3,B,10.6,C,8.5,C,.,.,4.6,B,C,B
12X271,12,East Bronx Academy for the Future,Sarah Scrogin,HS,High School,B,65.3,56.91,24.8,C,15,A,10.9,B,5.5,B,9.13,B,B,B
12X273,12,Frederick Douglass Academy V. Middle School,Deborah Cimini,EMS,Middle,B,61.8,60.11,35,B,14.6,B,8.7,B,.,.,3.5,B,B,B
12X278,12,Peace and Diversity Academy,Andrew Turay,HS,High School,C,51.1,17.34,28,B,7.9,C,10.3,B,2.9,D,2.01,D,C,C
12X286,12,Fannie Lou Hamer Middle School,Lorraine Chanon,EMS,Middle,C,39.9,11.52,17.9,C,8,C,10.7,B,.,.,3.3,B,C,A
12X300,12,The School of Science and Applied Learning,Venessa Singleton,EMS,Elementary,A,68.5,88.69,44.9,A,8.9,C,9.9,A,.,.,4.8,D,D,C
12X316,12,Kappa III,Elisa Alvarez,EMS,Middle,B,66.1,71.35,34.4,B,15.3,B,12.8,A,.,.,3.6,B,A,A
12X318,12,"I.S. X318 Math, Science & Technology Through Art",Maria Lopez,EMS,Middle,A,70.6,80.9,42.8,A,12,B,9.8,B,.,.,6,C,B,C
12X341,12,Accion Academy,Nikole Booker,EMS,Middle,B,64.6,68.26,33.6,B,16.2,B,9,B,.,.,5.8,A,C,A
12X372,12,Urban Assembly School for Wildlife Conservation,Mark Ossenheimer,EMS,Middle,B,53.5,40.73,26.3,C,11.9,B,11.9,A,.,.,3.4,A,D,C
12X372,12,Urban Assembly School for Wildlife Conservation,Mark Ossenheimer,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
12X383,12,Emolior Academy,Derick Spaulding,EMS,Middle,B,61.4,58.71,36.2,B,11.9,B,9.7,B,.,.,3.6,C,C,B
12X384,12,Entrada Academy,Socorro Diaz,EMS,Middle,C,44.4,20.22,25.6,C,6.7,D,7.9,C,.,.,4.2,C,C,A
12X388,12,Pan American International High School at Monroe,Bridgit Claire Bye,HS,High School,A,85.4,94.31,46.6,A,14.2,B,11.2,B,4.8,C,8.57,A,,
12X428,12,Learning To Work Yabc At Monroe Academy,Carmel Belizaire,YABC,YABC,D,39.2,.,9.4,D,7.9,B,11.7,A,3.7,C,6.49,B,B,C
12X446,12,Arturo A. Schomburg Satellite Academy Bronx,Marsha Vernon,HST,High School Transfer,C,51.2,.,25.1,C,5.6,C,9.1,C,2.9,C,8.52,B,,
12X463,12,URBAN SCHOLARS COMMUNITY SCHOOL,Debra Clarke-Jones,EMS,Elementary,C,44,28.2,28.4,B,3.4,F,8.8,B,.,.,3.4,D,F,.
12X478,12,THE CINEMA SCHOOL,Rex Bobbish,HS,High School,A,81.4,89.16,44.6,A,17,A,11.4,B,6,B,2.42,,,
12X479,12,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,Kizhaya A. Roberts,HS,High School,D,40.4,5.42,7.8,F,10.9,C,8.7,C,7.9,A,5.07,,,
12X480,12,Bronx Regional High School,Colin Thomas,HST,High School Transfer,D,43.4,.,23.9,C,2.2,C,9.7,C,2.4,C,5.24,F,C,B
12X511,12,Bronx Envision Academy,Emily Shu,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
12X521,12,The Metropolitan Soundview High School,Michael Lanaghan,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
12X531,12,Archer Elementary School,Zakariah Haviland,EC,K-3,.,.,.,.,.,.,.,.,.,.,.,.,,,
12X536,12,PS 536,Sasha Medina,EC,K-3,.,.,.,.,.,.,.,.,.,.,.,.,,,
12X550,12,High School of World Cultures,Ramon Namnun,HS,High School,C,54.8,26.02,25.8,C,8.4,C,10.3,B,3.4,C,6.81,B,B,A
12X682,12,Fannie Lou Hamer Freedom High School,Nancy Mann,HS,High School,B,60.7,43.36,21.1,C,11.5,C,11.4,B,5.9,B,10.84,B,A,A
12X684,12,Wings Academy,Wayne Cox,HS,High School,D,46.3,10.3,20.4,C,9.5,C,8.4,C,3.7,C,4.24,C,C,B
12X690,12,Monroe Academy for Business/Law,Charles Ogundimu,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,C
12X691,12,Bronx Little School,Janice Gordon,EMS,Elementary,C,40.3,18.03,19.6,C,9.4,C,6.9,B,.,.,4.4,B,A,C
12X692,12,Monroe Academy for Visual Arts & Design,Richard J. Massel,HS,High School,C,51.1,17.34,26.4,C,8.1,C,8.6,C,2,F,5.95,C,B,A
13K003,13,P.S. 003 The Bedford Village,Kristina Beecher,EMS,Elementary,C,40.6,19.02,21.6,C,9.4,C,7.6,B,.,.,2,C,C,C
13K008,13,P.S. 008 Robert Fulton,Seth Phillips,EMS,Elementary,C,38.3,13.11,22.4,C,10.9,B,2.8,C,.,.,2.1,B,C,C
13K009,13,P.S. 009 Teunis G. Bergen,Sandra D'avilar,EMS,Elementary,B,55.6,62.79,29.4,B,16.2,A,7.6,B,.,.,2.3,B,C,C
13K011,13,P.S. 011 Purvis J. Behan,Alonta Wrighton,EMS,Elementary,A,80.2,98.03,48.9,A,21.3,A,7.1,B,.,.,2.9,A,B,B
13K020,13,P.S. 020 Clinton Hill,L Barbera,EMS,Elementary,B,58.1,69.02,32.3,B,16.6,A,6.7,B,.,.,2.5,C,B,C
13K044,13,P.S. 044 Marcus Garvey,Valerie Taylor,EMS,Elementary,C,38.5,13.77,21.3,C,9.1,C,5.8,C,.,.,2.3,B,B,B
13K046,13,P.S. 046 Edward C. Blum,Karyn Nicholson,EMS,Elementary,A,66,84.26,43.5,A,14.3,B,3.8,C,.,.,4.4,B,A,A
13K054,13,P.S. 054 Samuel C. Barnes,Lorna Khan,EMS,Elementary,B,56.8,65.74,38,A,10.2,C,5.2,C,.,.,3.3,B,C,C
13K056,13,P.S. 056 Lewis H. Latimer,Deborah Clark-Johnson,EMS,Elementary,A,71.6,92.46,39.5,A,20.6,A,8.4,B,.,.,3.1,B,A,B
13K067,13,P.S. 067 Charles A. Dorsey,Temica Francis,EMS,Elementary,F,28.7,2.46,18.1,D,4.8,F,3.6,C,.,.,2.2,D,D,C
13K093,13,P.S. 093 William H. Prescott,Sandra Philip,EMS,Elementary,D,35.1,7.7,18.4,D,9.6,C,4.8,C,.,.,2.3,A,B,C
13K103,13,Satellite Three,Beatrice Thompson,EMS,Middle,,.,.,.,,.,,.,,.,.,.,,D,C
13K113,13,M.S. 113 Ronald Edmonds Learning Center,Dawnique Daughtry,EMS,Middle,F,26.6,1.69,11.8,D,6,F,6.2,C,.,.,2.6,D,D,C
13K133,13,P.S. 133 William A. Butler,Heather Foster-Mann,EMS,Elementary,C,42.9,25.08,24.1,C,7.8,C,8.4,B,.,.,2.6,B,B,C
13K256,13,P.S. 256 Benjamin Banneker,Sharyn Hemphill,EMS,Elementary,A,68.3,88.36,46.1,A,14.2,B,4.1,C,.,.,3.9,B,F,C
13K265,13,Dr. Susan S. McKinney Secondary School of the Ar,Paula Holmes,EMS,Middle,C,50.9,34.55,21.6,C,16,B,7.6,C,.,.,5.6,B,B,C
13K265,13,Dr. Susan S. McKinney Secondary School of the Arts,Paula Holmes,HS,High School,C,50.2,14.91,20.3,C,11.5,C,8.6,C,5.8,B,3.95,B,B,A
13K266,13,M.S. K266 - Park Place Community Middle School,Glenda Esperance,EMS,Middle,C,50,33.15,28.4,B,8.6,C,8.2,C,.,.,4.8,D,C,C
13K270,13,P.S. 270 Johann DeKalb,Mitra Lutchman,EMS,Elementary,D,31.9,4.92,20.3,C,8.5,C,0.9,F,.,.,2.1,D,C,A
13K282,13,P.S. 282 Park Slope,Magalie Alexis,EMS,K-8,C,41,9.15,25.2,C,10.1,C,3.2,D,.,.,2.5,B,C,B
13K287,13,P.S. 287 Bailey K. Ashford,Ms. Michele Rawlins,EMS,Elementary,C,39.1,15.25,24.9,C,5.9,D,5.7,C,.,.,2.6,C,B,B
13K301,13,Satellite East Middle School,Kim Mcpherson,EMS,Middle,C,46.6,24.16,25.3,C,10.2,C,7.9,C,.,.,3.2,D,B,D
13K305,13,P.S. 305 Dr. Peter Ray,Dr. Julia Mortley,EMS,Elementary,C,39,14.75,26.4,C,7.2,C,3.5,C,.,.,1.9,D,C,C
13K307,13,P.S. 307 Daniel Hale Williams,Roberta Davenport,EMS,Elementary,C,39.6,16.72,18.1,D,11.6,B,8.2,B,.,.,1.7,B,C,C
13K313,13,Satellite West Middle School,Suzane Joseph,EMS,Middle,B,61.3,58.15,36.4,B,16.9,A,3.5,F,.,.,4.4,A,A,B
13K336,13,Academy of Business and Community Development,Simone A. Mcintosh,EMS,Middle,,.,.,.,,.,,.,,.,.,.,,D,D
13K336,13,Academy of Business and Community Development,Simone A. Mcintosh,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
13K350,13,Urban Assembly High School of Music and Art,Paul Thompson,HS,High School,C,49.4,13.28,25.8,C,6.5,D,8.8,C,3.8,C,4.44,B,D,B
13K351,13,The Urban Assembly Unison School,Jennifer Ostrow,EMS,Middle,,.,.,.,,.,,.,,.,.,.,,,
13K412,13,"Brooklyn Community High School of Communication, Arts and Media",James O'brien,HS,High School,B,63.1,50.68,30.2,B,11.5,C,9.7,C,6.3,B,5.4,B,C,C
13K419,13,"Science Skills Center High School for Science, Technology and the Creative Arts",Dahlia Mcgregor,HS,High School,B,60.6,42.55,31.5,B,13.2,B,4,F,6.4,B,5.45,B,A,A
13K430,13,Brooklyn Technical High School,Randy Asher,HS,High School,A,73.1,74.8,40.7,A,16.4,A,7.1,D,8.9,A,0.04,B,B,B
13K439,13,Brooklyn International High School,Pamela Taranto,HS,High School,A,100.5,99.46,51.2,A,17.8,A,13.9,A,5.9,B,11.71,A,A,A
13K483,13,The Urban Assembly School for Law and Justice,Shannon Curran,HS,High School,B,68.4,65.85,32.1,B,14.6,B,11.6,B,6.9,A,3.21,A,B,A
13K492,13,Urban Assembly Academy of Arts and Letters,John Oreilly,EMS,Middle,B,66.6,73.03,36.9,B,14.9,B,10,B,.,.,4.7,C,B,B
13K499,13,ACORN Community High School,Andrea Piper,HS,High School,C,53.3,23.31,22.8,C,12,B,8.6,C,4.9,C,4.98,B,B,A
13K527,13,Urban Assembly Institute of Math and Science for,Kiri Soares,EMS,Middle,C,43.7,18.26,28.1,C,8.2,C,5,D,.,.,2.4,D,B,D
13K527,13,Urban Assembly Institute of Math and Science for Young Women,Kiri Soares,HS,High School,B,61.4,46.07,30.2,B,9.9,C,7.3,C,8.4,A,5.59,,,
13K553,13,Brooklyn Academy High School,Charon Hall,HST,High School Transfer,A,72.6,.,37.4,A,7.6,B,11.4,B,6.5,A,9.63,A,A,A
13K571,13,M.S. 571,Santosha Troutman,EMS,Middle,,.,.,.,,.,,.,,.,.,.,,.,D
13K575,13,Bedford Stuyvesant Preparatory High School,Darryl Rascoe,HST,High School Transfer,D,41.400000000000006,.,17.1,D,4.5,C,13.9,A,3.7,B,2.18,C,C,B
13K595,13,Bedford Academy High School,Adofo Muhammad,HS,High School,A,83,91.33,46.1,A,16.2,A,12.5,A,7.2,A,0.98,A,A,A
13K596,13,Knowledge and Power Preparatory Academy VII Midd,Lisa Reiter,EMS,Middle,B,62.4,61.52,46,A,6,F,6.2,C,.,.,4.2,F,F,D
13K605,13,George Westinghouse Career and Technical Education High School,Janine Kieran,HS,High School,C,49.8,14.09,23.8,C,9.2,C,10.2,B,3.6,C,3.01,C,D,D
13K616,13,Brooklyn High School for Leadership and Community Service,Georgia Kouriampalis,HST,High School Transfer,C,49.3,.,20.4,C,6.7,C,13.1,A,1.4,D,7.62,B,B,C
13K657,13,Downtown Brooklyn Yabc,Michael Noto,YABC,YABC,B,57.9,.,25.8,C,9.7,B,10.3,B,7.2,A,4.92,B,D,A
13K670,13,Benjamin Banneker Academy,Yusuf Muhammad,HS,High School,B,58.1,32.52,30.7,B,13.8,B,6.3,D,6.3,B,1.04,B,B,B
13K674,13,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",Chris Aguirre,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
13K691,13,FORT GREENE PREPARATORY ACADEMY,Paula Lettiere,EMS,Middle,C,48.9,30.06,25.6,C,11.6,B,8.7,B,.,.,2.9,B,.,.
14K016,14,P.S. 016 Leonard Dunkly,Mary Renny,EMS,Elementary,C,36.5,9.84,18.4,D,8.7,C,7.9,B,.,.,1.5,B,C,C
14K017,14,P.S. 017 Henry D. Woodworth,Dr. Robert Marchi,EMS,Elementary,B,51.6,50.16,26.9,C,16.5,A,4.4,C,.,.,3.8,A,C,A
14K018,14,P.S. 018 Edward Bush,Karen Ford,EMS,Elementary,C,38.5,13.77,20,C,12,B,5.2,C,.,.,1.3,B,C,B
14K019,14,P.S. 019 Roberto Clemente,Angela Olden Camiolo,EMS,Elementary,,.,.,.,,.,,.,,.,.,.,,F,D
14K023,14,P.S. 023 Carter G. Woodson,Celina Napolitano,EMS,Elementary,B,55.6,62.79,31.6,B,9.4,C,10.5,A,.,.,4.1,C,B,A
14K031,14,P.S. 031 Samuel F. Dupont,Mary J. Scarlato,EMS,Elementary,A,81,98.36,40.7,A,23.8,A,12.3,A,.,.,4.2,A,A,A
14K034,14,P.S. 034 Oliver H. Perry,Carmen Asselta,EMS,Elementary,B,52.8,54.43,28.6,B,14.5,B,8.5,B,.,.,1.1,B,A,B
14K050,14,J.H.S. 050 John D. Wells,Denise Jamison,EMS,Middle,B,64,65.73,44.3,A,8.3,C,6,C,.,.,5.3,B,C,B
14K059,14,P.S. 059 William Floyd,Dawn Best,EMS,Elementary,C,46.7,34.1,34.1,B,5.9,D,2.9,C,.,.,3.8,C,C,C
14K071,14,Juan Morel Campos Secondary School,Eric Fraser,EMS,Middle,C,42.1,15.73,22.6,C,7.4,D,8.5,C,.,.,3.6,B,C,B
14K071,14,Juan Morel Campos Secondary School,Eric Fraser,HS,High School,C,51.2,18.16,24.3,C,7.3,D,10.1,B,5,C,4.49,C,C,C
14K084,14,P.S. 084 Jose De Diego,Sereida Rodriguez,EMS,Elementary,C,43.9,27.87,27.4,C,5.3,D,8.5,B,.,.,2.7,B,B,C
14K110,14,P.S. 110 The Monitor,Anna Cano Amato,EMS,Elementary,C,39.6,16.72,21.6,C,4.1,F,11.7,A,.,.,2.2,B,C,C
14K120,14,P.S. 120 Carlos Tapia,Liza Caraballo,EMS,Elementary,B,50.3,45.9,25.4,C,9.8,C,12.2,A,.,.,2.9,A,A,C
14K126,14,John Ericsson Middle School 126,Marcos Bausch,EMS,Middle,A,86.3,96.63,53,A,13.2,B,13.5,A,.,.,6.6,C,D,B
14K132,14,P.S. 132 The Conselyea School,Beth Lubeck,EMS,Elementary,C,39.6,16.72,15,F,16,A,7.7,B,.,.,0.9,A,C,B
14K147,14,P.S. 147 Isaac Remsen,Sandra Noyola,EMS,Elementary,C,45.6,31.48,20.9,C,13.5,B,10,A,.,.,1.1,A,B,A
14K157,14,P.S. 157 Benjamin Franklin,Maribel Hulla,EMS,K-8,B,53.6,40.85,27.7,C,9.9,C,12.3,A,.,.,3.7,B,B,B
14K196,14,P.S. 196 Ten Eyck,Janine Colon,EMS,Elementary,A,76.9,95.25,38.4,A,21.7,A,12.1,A,.,.,4.7,A,C,A
14K250,14,P.S. 250 George H. Lindsay,Nora Barnes,EMS,Elementary,C,42.7,24.43,26,C,10,C,5,C,.,.,1.6,C,B,B
14K257,14,P.S. 257 John F. Hylan,Brian Leavy-Devale,EMS,Elementary,A,63.5,80.49,27.7,C,17.8,A,13.3,A,.,.,4.6,A,A,A
14K297,14,P.S. 297 Abraham Stockton,James Brown,EMS,Elementary,B,51.7,50.49,31,B,12.6,B,5,C,.,.,3.1,B,B,C
14K318,14,I.S. 318 Eugenio Maria De Hostos,Leander Windley,EMS,Middle,C,50,33.15,22.3,C,12.6,B,11.4,A,.,.,3.6,B,C,C
