CONSOLIDATION,POLLING PLACE,POLLING PLACE STREET,POLLING PLACE CITY,POLLING PLACE ZIP,POLL TYPE,PRECINCT
900-1490A,PALMS WESTMINISTER PRESBY CH,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-1490F
900-2472B,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2157D
900-5414A,MESSIAH LUTHERAN CHURCH,1149 W MANCHESTER AVE,LOS ANGELES,90044,CHURC,900-5414A
900-1471A,ROBERTSON RECREATION CENTER,1641 PREUSS RD,LOS ANGELES,90035,LACPR,900-1292A
900-0944A,MAILBOXES & MORE 24/7,3520 OVERLAND AVE,LOS ANGELES,90034,BUS.,900-0944D
900-2132B,FAIRVIEW HEIGHTS BAPTIST CHR,640 HARGRAVE ST,INGLEWOOD,90302,CHUR1,900-2132C
900-2063A,KIPP EMPOWER ACADEMY,8466 S FIGUEROA ST,LOS ANGELES,90003,SC-PR,900-2063F
900-2103A,CONSOLIDATED BD OF REALTISTS ,3725 DON FELIPE DR,LOS ANGELES,90008,BUS.,900-2154A
900-1551A,COUNTRY VILLA NORTH,3233 W PICO BLVD,LOS ANGELES,90019,SRHMS,900-2479A
900-2163A,VAN NESS PARK RECREATION CTR,5720 002ND AVE,LOS ANGELES,90043,LACPR,900-0908E
900-1984B,FIRE STATION #43,3690 MOTOR AVE,LOS ANGELES,90034,MISCP,900-1376A
900-2502A,ST ANDREWS RECREATION CENTER,8701 S ST ANDREWS PL,LOS ANGELES,90047,LACPR,900-2502F
900-1770A,CONCORD MISSIONARY BAPTIST CH,2828 W JEFFERSON BLVD,LOS ANGELES,90018,CHURC,900-1770A
900-0002A,PALMS MIDDLE SCHOOL,10860 WOODBINE ST,LOS ANGELES,90034,LAUSD,900-1596A
900-1290A,CASTLE HEIGHTS ELEM SCHOOL,9755 CATTARAUGUS AVE,LOS ANGELES,90034,LAUSD,900-5504D
900-2342B,ZOE CHRISTIAN FELLOWSHIP CHR,5315 W ADAMS BLVD,LOS ANGELES,90016,CHUR1,900-2342B
900-1190D,KOREAN INSTITUTE OF SO CAL,4900 WILSHIRE BLVD,LOS ANGELES,90010,SC-PR,900-1190E
900-5299B,HUNGARIAN REFORMED CHURCH,751 CRENSHAW BLVD,LOS ANGELES,90005,CHURC,900-5300D
900-2129B,ST JOHN EVANGELIST CHURCH,6021 VICTORIA AVE,LOS ANGELES,90043,CHURC,900-2130D
900-2179A,HORACE MANN MIDDLE SCHOOL,7001 S ST ANDREWS PL,LOS ANGELES,90047,LAUSD,900-2179A
900-1738A,NORMANDIE RECREATION CENTER,1550 S NORMANDIE AVE,LOS ANGELES,90006,LACPR,900-1738B
900-2127A,CHRIST TEMPLE CHURCH,3125 W 054TH ST,LOS ANGELES,90043,CHUR1,900-2127A
900-2954A,WESTERN PARKING ENFORCEMENT,11214 EXPOSITION BLVD,LOS ANGELES,90064,MISCP,900-1519D
250-0007A,LAS FLORES CONV HOME,14165 PURCHE AVE,GARDENA,90249,SRHMS,250-0007D
900-2136A,BROOKINS DEVELOPMENT CTR,4831 S GRAMERCY PL,LOS ANGELES,90062,CHUR1,900-2136E
900-2128A,NAT`L COUNCIL OF NEGRO WOMEN,3720 W 054TH ST,LOS ANGELES,90043,CLUB,900-2128D
900-2102A,BALDWIN VILLA PLAZA,3939 MARLTON AVE,LOS ANGELES,90008,APTBL,900-2201A
900-3229A,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-3229D
900-2343A,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-2343B
900-1463A,MT CALVARY LUTHERAN CHURCH,436 S BEVERLY DR,BEVERLY HILLS,90212,CHUR1,900-1463D
900-2280A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2280C
900-5313A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-5313A
900-2283A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2865A
900-2316A,FIRST PRESBYTERIAN CHURCH,1809 WEST BLVD,LOS ANGELES,90019,CHURC,900-2316E
900-1190D,KOREAN INSTITUTE OF SO CAL,4900 WILSHIRE BLVD,LOS ANGELES,90010,SC-PR,900-3024A
900-2324A,THE JEFFREY FOUNDATION CENTER,5443 W WASHINGTON BLVD,LOS ANGELES,90016,SC-PR,900-1988B
900-2193A,CAMEO WOODS,3648 KALSMAN DR,LOS ANGELES,90016,APT,900-2193A
900-2362A,PALMS WESTMINISTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-2362A
900-2095A,CHRIST THE GOOD SHEPHERD CHR,3303 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2862B
900-5312C,KOREAN INSTITUTE OF SO CAL,4900 WILSHIRE BLVD,LOS ANGELES,90010,SC-PR,900-5312E
900-2107A,CONSOLIDATED BD OF REALTISTS ,3725 DON FELIPE DR,LOS ANGELES,90008,BUS.,900-2107D
900-1786A,VIRGINIA RD ELEMENTARY SCHOOL,2925 VIRGINIA RD,LOS ANGELES,90016,LAUSD,900-1786D
900-3969C,ST ANDREWS BAPTIST CHURCH,1776 W 036TH PL,LOS ANGELES,90018,CHUR1,900-3969E
900-3036A,WESTERN PARKING ENFORCEMENT,11214 EXPOSITION BLVD,LOS ANGELES,90064,MISCP,900-3036E
900-2890A,CULVER CITY ELKS LODGE 1917,11160 WASHINGTON PL,CULVER CITY,90232,CLUB,900-2890F
900-1535A,CULVER CITY ELKS LODGE 1917,11160 WASHINGTON PL,CULVER CITY,90232,CLUB,900-1535H
900-2190A,L.A.P.D. OPERATIONS WEST,4849 VENICE BLVD,LOS ANGELES,90019,MISCP,900-7226C
900-2591A,ATHENS PARK,12603 S BROADWAY,LOS ANGELES,90061,MISCP,900-2591C
900-5310A,FIRE STATION #61,5821 W 003RD ST,LOS ANGELES,90036,MISCP,900-5312D
900-2297B,CLAUDE PEPPER SENIOR CENTER,1762 S LA CIENEGA BLVD,LOS ANGELES,90035,LACPR,900-2297D
900-2132B,FAIRVIEW HEIGHTS BAPTIST CHR,640 HARGRAVE ST,INGLEWOOD,90302,CHUR1,900-1320B
900-2481A,MT CARMEL RECREATION CTR,830 W 070TH ST,LOS ANGELES,90044,LACPR,900-2481E
900-1449A,CONGREGATION OHEL MOSHE,8765 W PICO BLVD,LOS ANGELES,90035,RELFA,900-1449A
900-2127A,CHRIST TEMPLE CHURCH,3125 W 054TH ST,LOS ANGELES,90043,CHUR1,900-2127B
900-2556A,SHABACH FOUR SQUARE CHURCH,4300 W SLAUSON AVE,LOS ANGELES,90043,CHUR1,900-2556A
900-2500A,CHURCH OF THE LIVING GOD ,9800 S WESTERN AVE,LOS ANGELES,90047,CHUR1,900-2500D
900-5319A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-5319D
900-2163A,VAN NESS PARK RECREATION CTR,5720 002ND AVE,LOS ANGELES,90043,LACPR,900-2163E
900-2135B,BRYANT TEMPLE AME CHURCH,2514 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2135B
900-3674E,PALMS WESTMINISTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-2363D
900-0283A,HOLY TABERNACLE BAPTIST CHR,2312 W FLORENCE AVE,LOS ANGELES,90043,CHUR1,900-2208D
751-0001A,COMMUNITY YOUTH FOUNDATION,4828 CRENSHAW BLVD,LOS ANGELES,90043,SC-PR,751-0001F
900-1956A,OUR SAVIOR PARISH CHURCH,844 W 032ND ST,LOS ANGELES,90007,CHUR1,900-1956D
900-5315A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-2413B
900-2136A,BROOKINS DEVELOPMENT CTR,4831 S GRAMERCY PL,LOS ANGELES,90062,CHUR1,900-2136B
900-2177A,A RENEE & M LUSKIN ACADEMY HS,2941 W 070TH ST,LOS ANGELES,90043,LAUSD,900-2177E
900-2211A,KRST UNITY CENTER,1811 W 078TH PL,LOS ANGELES,90047,CHURC,900-2211E
900-2297B,CLAUDE PEPPER SENIOR CENTER,1762 S LA CIENEGA BLVD,LOS ANGELES,90035,LACPR,900-1486A
900-1444A,SUNNY HILLS ASSISTED LIVING,8755 W OLYMPIC BLVD,LOS ANGELES,90035,SRHMS,900-1444E
900-2179A,HORACE MANN MIDDLE SCHOOL,7001 S ST ANDREWS PL,LOS ANGELES,90047,LAUSD,900-2179E
900-2465A,ST JOHN BAPTIST CHURCH,946 W 049TH ST,LOS ANGELES,90037,CHURC,900-2465A
900-5494B,FIRE STATION #68,5023 W WASHINGTON BLVD,LOS ANGELES,90016,MISCP,900-5494D
900-1474C,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-1476B
900-1782B,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-1782B
900-1463A,MT CALVARY LUTHERAN CHURCH,436 S BEVERLY DR,BEVERLY HILLS,90212,CHUR1,900-1463B
900-1290A,CASTLE HEIGHTS ELEM SCHOOL,9755 CATTARAUGUS AVE,LOS ANGELES,90034,LAUSD,900-1746A
900-1480A,CONGREGATION OHEL MOSHE,8765 W PICO BLVD,LOS ANGELES,90035,RELFA,900-1480C
900-1776B,BRADLEY MAGNET SCHOOL,3875 DUBLIN AVE,LOS ANGELES,90008,LAUSD,900-1776D
900-5303A,AROMA OF JESUS MISSION CHURCH,4323 W PICO BLVD,LOS ANGELES,90019,CHUR1,900-5303A
767-0022A,FIRST NEW CHRISTIAN CHURCH,1555 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0022C
900-2348A,WILLIAM GRANT STILL ART CTR,2520 WEST VIEW ST,LOS ANGELES,90016,MISCP,900-2348A
751-0009B,ANGELES MESA PRESBY CHURCH,3751 W 054TH ST,LOS ANGELES,90043,CHUR1,751-0009D
900-2129B,ST JOHN EVANGELIST CHURCH,6021 VICTORIA AVE,LOS ANGELES,90043,CHURC,900-2129C
900-5305A,WEST BETHEL PRESBYTERIAN CHR,857 S LA BREA AVE,LOS ANGELES,90036,CHUR1,900-5305E
900-2323A,FIRE STATION #68,5023 W WASHINGTON BLVD,LOS ANGELES,90016,MISCP,900-2323E
250-0002A,PURCHE AVE ELEMENTARY SCHOOL,13210 PURCHE AVE,GARDENA,90249,SCH-P,250-0002C
900-7229B,L.A.P.D. OPERATIONS WEST,4849 VENICE BLVD,LOS ANGELES,90019,MISCP,900-7229B
900-2494A,RITA WALTERS LEARNING COMPLEX,915 W MANCHESTER AVE,LOS ANGELES,90044,MISCP,900-2494C
900-5316A,COCHRAN AV BAPTIST CHURCH,1304 S COCHRAN AVE,LOS ANGELES,90019,CHURC,900-5316D
900-2279A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2273G
900-0282A,GUIDANCE CHR OF REL SCIENCE ,7225 CRENSHAW BLVD,LOS ANGELES,90043,CHUR1,900-0282D
900-1729A,SOUTH SEAS HOUSE,2301 W 024TH ST,LOS ANGELES,90018,LACPR,900-1730A
751-0010A,NAT`L COUNCIL OF NEGRO WOMEN,3720 W 054TH ST,LOS ANGELES,90043,CLUB,751-0010A
900-1256B,WESTFIELD BUILDING,1801 AVE,LOS ANGELES,90067,BUS.,900-0526A
900-2080A,LOS ANGELES SENTINEL,3800 CRENSHAW BLVD,LOS ANGELES,90008,BUS.,900-0653B
900-2285A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-1465H
900-2070A,FIRE STATION #34,3661 007TH AVE,LOS ANGELES,90018,LACPR,900-0669A
900-5299B,HUNGARIAN REFORMED CHURCH,751 CRENSHAW BLVD,LOS ANGELES,90005,CHURC,900-5299B
767-0007A,GREATER TRUE VINE TEMPLE,9616 S NORMANDIE AVE,LOS ANGELES,90044,CHUR1,767-0007C
900-2510A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-2510F
900-2097B,CHRIST THE GOOD SHEPHERD CHR,3303 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2093E
900-2343A,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-2006B
900-5414A,MESSIAH LUTHERAN CHURCH,1149 W MANCHESTER AVE,LOS ANGELES,90044,CHURC,900-5414D
900-1729A,SOUTH SEAS HOUSE,2301 W 024TH ST,LOS ANGELES,90018,LACPR,900-1729B
900-2252A,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-2252B
767-0010A,FAITH UNITED METHODIST CHR,1713 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0010D
900-2337A,ZOE CHRISTIAN FELLOWSHIP CHR,5315 W ADAMS BLVD,LOS ANGELES,90016,CHUR1,900-2337D
900-7211A,QUEEN ANNE RECREATION CENTER,1240 WEST BLVD,LOS ANGELES,90019,LACPR,900-7211A
900-2908A,MESSIAH LUTHERAN CHURCH,1149 W MANCHESTER AVE,LOS ANGELES,90044,CHURC,900-2215C
900-1551A,COUNTRY VILLA NORTH,3233 W PICO BLVD,LOS ANGELES,90019,SRHMS,900-1009H
900-2499A,LA SALLE AVENUE ELEMENTARY,8715 LA SALLE AVE,LOS ANGELES,90047,LAUSD,900-2499B
767-0003A,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,767-0003D
250-0041A,CHURCH OF THE HOLY COMMUNION,1160 W 141ST ST,GARDENA,90247,CHUR1,250-0041B
900-1582C,LOVE PEACE HAPPINESS CHURCH,4951 S FIGUEROA ST,LOS ANGELES,90037,CHUR1,900-1582D
900-0282A,GUIDANCE CHR OF REL SCIENCE ,7225 CRENSHAW BLVD,LOS ANGELES,90043,CHUR1,900-0282C
900-1257B,WESTFIELD CENTURY CITY,1801 AVE,LOS ANGELES,90067,BUS.,900-0528C
900-1767A,AADAP,2900 CRENSHAW BLVD,LOS ANGELES,90016,HOSP,900-1767A
900-0554A,OUR SAVIOR PARISH CHURCH,844 W 032ND ST,LOS ANGELES,90007,CHUR1,900-0554D
900-5317A,TOM BRADLEY FAMILY CENTER,5213 W PICO BLVD,LOS ANGELES,90019,COMMU,900-5317B
900-2250A,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-2250D
900-2492A,KNOLL RETIREMENT CENTER ,1018 W 083RD ST,LOS ANGELES,90044,SRHMS,900-2492A
900-5299B,HUNGARIAN REFORMED CHURCH,751 CRENSHAW BLVD,LOS ANGELES,90005,CHURC,900-5300E
900-2324A,THE JEFFREY FOUNDATION CENTER,5443 W WASHINGTON BLVD,LOS ANGELES,90016,SC-PR,900-2324D
270-0092A,I-COPP CENTER,2666 W IMPERIAL HWY,INGLEWOOD,90303,CITYO,270-0093A
900-7166B,VAN NESS PARK RECREATION CTR,5720 002ND AVE,LOS ANGELES,90043,LACPR,900-7168G
900-1764A,ST PAUL EVANGELICAL LUTH CHR,3901 W ADAMS BLVD,LOS ANGELES,90018,CHURC,900-1732B
900-1583B,MENLO AVE ELEMENTARY SCHOOL,4156 MENLO AVE,LOS ANGELES,90037,LAUSD,900-1583D
900-7229B,L.A.P.D. OPERATIONS WEST,4849 VENICE BLVD,LOS ANGELES,90019,MISCP,900-7226F
900-1434A,ATHENS PARK,12603 S BROADWAY,LOS ANGELES,90061,MISCP,900-1427B
900-2107A,CONSOLIDATED BD OF REALTISTS ,3725 DON FELIPE DR,LOS ANGELES,90008,BUS.,900-2107E
767-0005A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,767-0005A
900-1024A,VERMONT AVE ELEMENTARY SCH,1435 W 027TH ST,LOS ANGELES,90007,LAUSD,900-1024B
900-1175A,ROBERTSON RECREATION CENTER,1641 PREUSS RD,LOS ANGELES,90035,LACPR,900-1175B
900-5310A,FIRE STATION #61,5821 W 003RD ST,LOS ANGELES,90036,MISCP,900-5312B
900-1777B,CONCORD MISSIONARY BAPTIST CH,2828 W JEFFERSON BLVD,LOS ANGELES,90018,CHURC,900-1765C
751-0004A,CHRIST THE GOOD SHEPHERD CHR,3303 W VERNON AVE,LOS ANGELES,90008,CHURC,751-0002D
900-2102A,BALDWIN VILLA PLAZA,3939 MARLTON AVE,LOS ANGELES,90008,APTBL,900-2102C
751-0012A,WINDSOR HILLS ELEMENTARY SCH,5215 OVERDALE DR,LOS ANGELES,90043,LAUSD,751-0012A
900-1738A,NORMANDIE RECREATION CENTER,1550 S NORMANDIE AVE,LOS ANGELES,90006,LACPR,900-0996A
900-2451A,EXPO CENTER,3990 MENLO AVE,LOS ANGELES,90037,LACPR,900-2014A
900-2496A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-2510E
900-2339B,LONGWOOD MANOR,4853 W WASHINGTON BLVD,LOS ANGELES,90016,SRHMS,900-2340C
270-0094A,I-COPP CENTER,2666 W IMPERIAL HWY,INGLEWOOD,90303,CITYO,270-0094D
900-2302A,MARVIN AVE ELEMENTARY SCHOOL,2411 MARVIN AVE,LOS ANGELES,90016,LAUSD,900-2302E
900-7349A,ST PAUL PRESBYTERIAN CHURCH,5100 COLISEUM ST,LOS ANGELES,90016,CHURC,900-7349G
900-0006A,RESIDENCE,78 FREMONT PL,LOS ANGELES,90005,RES,900-0006A
900-1465C,MT CALVARY LUTHERAN CHURCH,436 S BEVERLY DR,BEVERLY HILLS,90212,CHUR1,900-1467C
900-7166B,VAN NESS PARK RECREATION CTR,5720 002ND AVE,LOS ANGELES,90043,LACPR,900-7168A
900-3029C,CHARLES W BARRETT ELEM SCH,419 W 098TH ST,LOS ANGELES,90003,LAUSD,900-3662D
767-0018A,FIRST SAMOAN CHURCH OF LA,1749 W 125TH ST,LOS ANGELES,90047,CHUR1,767-0018F
900-1721A,AMOS MEMORIAL CME CHURCH,2445 W WASHINGTON BLVD,LOS ANGELES,90018,CHURC,900-0649A
900-2167A,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2167C
900-2097B,CHRIST THE GOOD SHEPHERD CHR,3303 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2095D
900-2900A,CENTURY PK EAST APARTMENTS ,2170 CENTURY PARK E,LOS ANGELES,90067,APTBL,900-2899B
900-5299B,HUNGARIAN REFORMED CHURCH,751 CRENSHAW BLVD,LOS ANGELES,90005,CHURC,900-5299F
767-0007A,GREATER TRUE VINE TEMPLE,9616 S NORMANDIE AVE,LOS ANGELES,90044,CHUR1,767-0007A
900-1111A,CULVER PALMS CHURCH OF CHRIST,9733 VENICE BLVD,LOS ANGELES,90034,CHURC,900-1051D
900-1762A,WEEMES ELEMENTARY SCHOOL,1260 W 036TH PL,LOS ANGELES,90007,LAUSD,900-1762E
900-2556A,SHABACH FOUR SQUARE CHURCH,4300 W SLAUSON AVE,LOS ANGELES,90043,CHUR1,900-2556E
900-1582C,LOVE PEACE HAPPINESS CHURCH,4951 S FIGUEROA ST,LOS ANGELES,90037,CHUR1,900-1582E
250-0008A,LAS FLORES CONV HOME,14165 PURCHE AVE,GARDENA,90249,SRHMS,250-0008D
900-2299A,THE WORKMENS CIRCLE,1525 S ROBERTSON BLVD,LOS ANGELES,90035,BUS.,900-1482A
900-1711A,LOS ANGELES HIGH SCHOOL,4650 W OLYMPIC BLVD,LOS ANGELES,90019,LAUSD,900-1711D
900-5504C,MERIDIAN OF CHEVIOT HILLS,3340 SHELBY DR,LOS ANGELES,90034,SRHMS,900-2367B
900-1471A,ROBERTSON RECREATION CENTER,1641 PREUSS RD,LOS ANGELES,90035,LACPR,900-1467B
900-2280A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2279D
900-1461A,THE WORKMENS CIRCLE,1525 S ROBERTSON BLVD,LOS ANGELES,90035,BUS.,900-1461F
900-2788A,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-1972E
900-2329B,LONGWOOD MANOR,4853 W WASHINGTON BLVD,LOS ANGELES,90016,SRHMS,900-2340F
900-1985A,FIRE STATION #43,3690 MOTOR AVE,LOS ANGELES,90034,MISCP,900-1378A
900-2090A,MARTIN LUTHER KING REC CTR,3916 S WESTERN AVE,LOS ANGELES,90062,LACPR,900-2090G
900-2285A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-1474A
900-1777B,CONCORD MISSIONARY BAPTIST CH,2828 W JEFFERSON BLVD,LOS ANGELES,90018,CHURC,900-1765B
900-2091A,BRYANT TEMPLE AME CHURCH,2514 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2861C
900-5313A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-5313F
900-1787A,SMYRNA 7TH DAY ADVENTIST,4394 W WASHINGTON BLVD,LOS ANGELES,90016,CHUR1,900-1787E
900-1770A,CONCORD MISSIONARY BAPTIST CH,2828 W JEFFERSON BLVD,LOS ANGELES,90018,CHURC,900-0972A
900-2247B,WESTSIDE JEWISH COMM CENTER,5870 W OLYMPIC BLVD,LOS ANGELES,90036,RELFA,900-1450B
900-1776B,BRADLEY MAGNET SCHOOL,3875 DUBLIN AVE,LOS ANGELES,90008,LAUSD,900-1777A
900-2247B,WESTSIDE JEWISH COMM CENTER,5870 W OLYMPIC BLVD,LOS ANGELES,90036,RELFA,900-2247B
900-2190A,L.A.P.D. OPERATIONS WEST,4849 VENICE BLVD,LOS ANGELES,90019,MISCP,900-7226B
767-0016A,NEW CONG MISSION BAPTIST CHR,11205 S VERMONT AVE,LOS ANGELES,90044,CHURC,767-0016D
900-1456A,FIRE STATION #92,10556 W PICO BLVD,LOS ANGELES,90064,MISCP,900-1456B
900-2334A,ST PAUL PRESBYTERIAN CHURCH,5100 COLISEUM ST,LOS ANGELES,90016,CHURC,900-2334C
900-0272A,COLDWELL BANKER ,119 N LARCHMONT BLVD,LOS ANGELES,90004,BUS.,900-0272A
900-2357B,MARVIN AVE ELEMENTARY SCHOOL,2411 MARVIN AVE,LOS ANGELES,90016,LAUSD,900-2337B
900-2556A,SHABACH FOUR SQUARE CHURCH,4300 W SLAUSON AVE,LOS ANGELES,90043,CHUR1,900-2124A
900-2287A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2287B
751-0003C,LADERA PARK BUILDING,6027 LADERA PARK AVE,LOS ANGELES,90056,MISCP,751-0013B
900-2343A,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-2343D
900-2214A,ST MARKS METHODIST CHURCH,8305 S GRAMERCY PL,LOS ANGELES,90047,CHUR1,900-2214C
751-0009B,ANGELES MESA PRESBY CHURCH,3751 W 054TH ST,LOS ANGELES,90043,CHUR1,751-0009B
900-2102A,BALDWIN VILLA PLAZA,3939 MARLTON AVE,LOS ANGELES,90008,APTBL,900-2102E
900-2322B,ST ELMO VILLAGE INCORPORATION,4830 ST ELMO DR,LOS ANGELES,90019,BUS.,900-1995B
767-0004A,GREATER TRUE VINE TEMPLE,9616 S NORMANDIE AVE,LOS ANGELES,90044,CHUR1,767-0004C
900-1444A,SUNNY HILLS ASSISTED LIVING,8755 W OLYMPIC BLVD,LOS ANGELES,90035,SRHMS,900-1444F
900-1490A,PALMS WESTMINISTER PRESBY CH,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-1490B
900-1535A,CULVER CITY ELKS LODGE 1917,11160 WASHINGTON PL,CULVER CITY,90232,CLUB,900-1533F
900-2166A,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2166C
900-5322A,L.A.P.D. OPERATIONS WEST,4849 VENICE BLVD,LOS ANGELES,90019,MISCP,900-5322G
900-1470B,WESTSIDE MANOR,1224 S NORTON AVE,LOS ANGELES,90019,MISCP,900-1470E
900-1784A,VINEYARD SENIOR CITIZEN CTR,2942 VINEYARD AVE,LOS ANGELES,90016,LACPR,900-1784D
900-2166A,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2157B
767-0020A,FIRST SAMOAN CHURCH OF LA,1749 W 125TH ST,LOS ANGELES,90047,CHUR1,767-0020C
900-2178A,HORACE MANN MIDDLE SCHOOL,7001 S ST ANDREWS PL,LOS ANGELES,90047,LAUSD,900-2178E
900-1533A,LOS ANGELES DENTAL CENTER,10801 VENICE BLVD,LOS ANGELES,90034,BUS.,900-1533E
900-2358A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-2358A
900-2494A,RITA WALTERS LEARNING COMPLEX,915 W MANCHESTER AVE,LOS ANGELES,90044,MISCP,900-1136A
900-1024A,VERMONT AVE ELEMENTARY SCH,1435 W 027TH ST,LOS ANGELES,90007,LAUSD,900-1024E
900-2358A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-2358E
900-1456A,FIRE STATION #92,10556 W PICO BLVD,LOS ANGELES,90064,MISCP,900-1476F
900-2177A,A RENEE & M LUSKIN ACADEMY HS,2941 W 070TH ST,LOS ANGELES,90043,LAUSD,900-2177F
900-2135B,BRYANT TEMPLE AME CHURCH,2514 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2135C
900-5424A,PALMS RECREATION CENTER,2950 OVERLAND AVE,LOS ANGELES,90064,LACPR,900-5424D
900-2489A,KNOLL RETIREMENT CENTER ,1018 W 083RD ST,LOS ANGELES,90044,SRHMS,900-2489E
900-2333B,CAMEO WOODS,3648 KALSMAN DR,LOS ANGELES,90016,APT,900-2354B
900-1591C,GOOD SHEPHERD BAPTIST CHURCH,510 W 053RD ST,LOS ANGELES,90037,CHUR1,900-1170A
900-2102A,BALDWIN VILLA PLAZA,3939 MARLTON AVE,LOS ANGELES,90008,APTBL,900-2067A
900-2889A,PALMS RECREATION CENTER,2950 OVERLAND AVE,LOS ANGELES,90064,LACPR,900-1216B
900-2556A,SHABACH FOUR SQUARE CHURCH,4300 W SLAUSON AVE,LOS ANGELES,90043,CHUR1,900-2124E
900-2890A,CULVER CITY ELKS LODGE 1917,11160 WASHINGTON PL,CULVER CITY,90232,CLUB,900-2871A
900-1471A,ROBERTSON RECREATION CENTER,1641 PREUSS RD,LOS ANGELES,90035,LACPR,900-1471A
900-0948A,CONSOLIDATED BD OF REALTISTS ,3725 DON FELIPE DR,LOS ANGELES,90008,BUS.,900-0948A
900-2510A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-2510B
900-3969C,ST ANDREWS BAPTIST CHURCH,1776 W 036TH PL,LOS ANGELES,90018,CHUR1,900-3969C
900-2009A,BLUM & POE,2727 S LA CIENEGA BLVD,LOS ANGELES,90034,BUS.,900-2363C
900-1613D,RESIDENCE,171 S CITRUS AVE,LOS ANGELES,90036,RES,900-1613D
900-1929A,OUR SAVIOR PARISH CHURCH,844 W 032ND ST,LOS ANGELES,90007,CHUR1,900-1160A
900-1591C,GOOD SHEPHERD BAPTIST CHURCH,510 W 053RD ST,LOS ANGELES,90037,CHUR1,900-1591D
900-2025B,MT CARMEL RECREATION CTR,830 W 070TH ST,LOS ANGELES,90044,LACPR,900-1974B
900-0908A,VAN NESS PARK RECREATION CTR,5720 002ND AVE,LOS ANGELES,90043,LACPR,900-0908B
